id,windows,car,lights,gas,convience,sdpd,lampdist,lat,lon,crime
s_33,0,5,0,1361,1361,916,52.79143387714007,32.7038942,-117.1187794,safe
s_34,0,2,0,1116,1116,670,31.551243997920405,32.7021699,-117.1187687,safe
s_35,1,7,1,581,581,520,16.932431209189016,32.7012034,-117.1231272,safe
s_36,0,3,0,168,168,566,32.866293375100014,32.6951494,-117.1189088,safe
s_37,0,1,0,269,269,714,26.820425630102644,32.6951832,-117.1167509,safe
s_38,0,4,1,463,463,910,8.41599412823338,32.6952464,-117.1145837,safe
s_39,0,4,0,578,578,1024,32.85709341601543,32.6942171,-117.1145944,safe
s_40,0,5,0,823,823,989,91.35374534662716,32.6970883,-117.111585,safe
s_41,0,3,0,896,896,1107,38.45494610514152,32.6980494,-117.1115001,safe
s_42,0,3,0,1081,1431,1291,21.597149560330436,32.6980088,-117.1094563,safe
s_43,0,1,0,1115,1130,1325,69.56791453402515,32.6975548,-117.1085566,safe
s_44,0,4,0,1131,1076,1271,45.123610181615156,32.6970808,-117.1085727,safe
s_45,1,5,2,1557,1856,1323,18.674125817717186,32.7010705,-117.1080536,safe
s_46,0,5,0,1414,1763,1184,29.653578093256574,32.7003212,-117.1086544,safe
s_47,0,1,0,1399,1399,1065,45.50407231409175,32.7008223,-117.1093733,safe
s_48,0,4,0,832,832,643,25.470544366401906,32.7001081,-117.1146759,safe
s_49,0,4,1,1070,1643,1680,18.65629041212284,32.7005466,-117.1025322,safe
s_50,0,5,1,576,1502,2174,21.9849852901639,32.7004924,-117.0972536,safe
s_51,0,3,1,1080,1053,2326,20.188559380939658,32.6986958,-117.1004937,safe
s_52,0,4,0,1468,815,2233,45.2254129419203,32.6977297,-117.1012769,safe
s_53,1,5,1,1000,1064,2259,21.97277643201604,32.698154,-117.0991634,safe
s_54,0,3,1,1024,1040,2283,9.312221498578731,32.6979374,-117.0991526,safe
s_55,0,2,1,1020,1188,2266,19.393153748468162,32.6986867,-117.09985,safe
s_56,0,2,0,1277,886,1783,66.52861339065821,32.699123,-117.1031029,safe
s_57,0,3,0,1315,848,1821,29.9278215359368,32.6987799,-117.1030707,safe
s_58,0,2,0,1205,1778,1545,24.814822967850688,32.7005464,-117.1039719,safe
s_59,0,3,1,1386,2160,1364,3.489900989075674,32.7005374,-117.1059031,safe
s_60,0,1,0,1601,1545,1464,24.765951087435383,32.6988448,-117.107349,safe
s_61,0,4,0,1489,596,1974,22.102519303864028,32.6916333,-117.1081221,safe
s_62,0,6,0,1332,753,2131,59.17463089797734,32.6902247,-117.1081007,safe
s_63,0,5,1,939,949,2327,21.301662600271197,32.6884549,-117.1080792,safe
s_64,0,5,1,822,822,2028,19.600859657345403,32.6867032,-117.1070385,safe
s_65,0,6,1,1073,1012,2390,13.821211241253334,32.6887529,-117.1091092,safe
s_66,0,4,0,1363,413,2794,28.508926274327692,32.6894572,-117.1024358,safe
s_67,0,5,0,1023,1141,3139,115.82810966260477,32.6880486,-117.0961273,safe
s_68,0,3,0,1030,641,2535,291.6239635231767,32.6863691,-117.0966744,safe
